"","Court","PendStart","New","Reopen","Closed","PendatEnd","Pending0.6","Pending6plus","PendingInact.BW","JuryTrials","NonJuryTrials","Convict","Acquit","PleaTrial","DismTrial","DismBrief","PleaBef","DismbyPros","PostJActiv","Other","court.type","Year"
"1159","Juvenile Delinquent Felony","0","4","1","2","3","2",0,1,0,0,0,0,0,0,0,2,0,0,"0","Fourth District Court",2017
"1160","Juvenile Delinquent Non‐Felony","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fourth District Court",2017
"1161","Juvenile Drug Offenses","0","3","2","4","1","1",0,0,0,0,0,0,0,0,0,2,0,2,"0","Fourth District Court",2017
"1162","Juvenile DWI Offenses","0","4","0","3","1","1",0,0,0,0,0,0,0,0,0,3,1,0,"0","Fourth District Court",2017
"1163","Juvenile Motor Vehicle Offenses","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fourth District Court",2017
"1164","Juvenile Sexual Offenses","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Fourth District Court",2017
"1165","Total","14","41","11","51","15","13",1,1,0,1,0,0,1,0,2,27,9,11,"2","Fourth District Court",2017
"1166","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fifth District Court",2017
"1167","Adult Motor Vehicle Offenses","2","2","4","5","3","2",0,1,0,0,0,0,0,0,0,2,0,3,"0","Fifth District Court",2017
"1168","Contempt","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2017
"1169","Extradition","2","3","0","4","1","0",1,0,0,0,0,0,0,0,0,0,1,0,"1","Fifth District Court",2017
"1170","Felony Crimes Against Property","642","667","484","1070","727","480",136,111,23,2,6,5,7,7,48,383,135,483,"0","Fifth District Court",2017
"1171","Felony Crimes Against Persons","418","337","234","607","381","217",111,53,32,1,14,8,7,4,19,206,92,258,"0","Fifth District Court",2017
"1172","Felony Drug Offenses","748","694","579","1273","737","427",186,124,28,5,11,5,13,4,59,544,91,548,"0","Fifth District Court",2017
"1173","Felony DWI/DUI","87","46","37","95","75","30",20,25,6,2,5,0,3,0,2,46,14,32,"0","Fifth District Court",2017
"1174","Felony Homicide","43","22","13","35","42","16",25,1,6,0,2,4,0,0,0,9,2,18,"0","Fifth District Court",2017
"1175","Felony Miscellaneous","10","7","0","10","7","3",2,2,0,0,0,0,0,0,1,5,2,2,"0","Fifth District Court",2017
"1176","Felony Public Safety Offenses","123","167","75","212","154","95",46,13,8,1,7,1,0,1,1,101,26,76,"0","Fifth District Court",2017
"1177","Felony Sexual Offenses","99","46","37","98","84","30",38,16,12,3,6,7,1,1,2,30,17,36,"0","Fifth District Court",2017
"1178","Felony First Degree","1","0","1","0","2","1",1,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2017
"1179","Felony Domestic Violence","11","12","16","26","15","12",2,1,1,0,0,0,0,1,1,6,2,17,"0","Fifth District Court",2017
"1180","Felony Vehicular Homicide","3","0","0","1","2","0",2,0,0,0,0,0,0,0,0,0,0,1,"0","Fifth District Court",2017
"1181","Lower Court Appeal ‐ Defendant Appellant","45","58","2","62","42","30",12,0,2,11,8,2,0,0,4,31,7,4,"1","Fifth District Court",2017
"1182","Lower Court Appeal ‐ Plaintiff Appellant","2","0","0","2","0","0",0,0,1,0,1,0,0,0,0,1,0,0,"0","Fifth District Court",2017
"1183","Lower Court DWI Appeal ‐ Defendant Appellant","28","12","2","26","16","9",5,2,4,4,4,2,0,0,2,9,3,0,"0","Fifth District Court",2017
"1184","Lower Court DWI Appeal ‐ Plaintiff Appellant","1","1","0","0","2","1",0,1,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2017
"1185","Misdemeanor (Dist.)","36","30","11","41","35","13",14,8,5,2,3,2,1,1,0,11,14,9,"0","Fifth District Court",2017
"1186","Misdemeanor DWI/DUI","90","82","27","119","81","37",25,19,4,17,10,3,6,2,0,66,12,19,"0","Fifth District Court",2017
"1187","Petition for Review of Bond/Conditions of Release","0","3","0","3","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Fifth District Court",2017
"1188","Total","2391","2190","1522","3689","2407","1404",626,377,132,48,77,39,38,21,139,1451,418,1506,"2","Fifth District Court",2017
"1189","JUVELINE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fifth District Court",2017
"1190","Juvenile Public Safety Offenses","16","32","18","55","11","7",2,2,1,6,2,2,3,0,3,26,4,15,"0","Fifth District Court",2017
"1191","Juvenile Crimes Against Property","38","118","64","171","48","39",3,6,0,14,1,0,12,1,6,61,29,61,"1","Fifth District Court",2017
"1192","Juvenile Crimes Against Persons","37","101","23","123","38","26",7,5,3,6,0,1,4,4,7,51,25,26,"5","Fifth District Court",2017
"1193","Juvenile Delinquent Felony","4","16","2","13","8","7",1,0,0,0,0,0,0,0,0,9,3,1,"0","Fifth District Court",2017
"1194","Juvenile Delinquent Non‐Felony","29","25","16","58","12","7",1,4,0,0,0,0,0,0,2,23,12,21,"0","Fifth District Court",2017
"1195","Juvenile Drug Offenses","18","47","32","84","13","10",0,3,0,7,0,0,6,1,2,26,17,32,"0","Fifth District Court",2017
"1196","Juvenile DWI Offenses","2","6","0","5","3","2",1,0,0,0,0,0,0,0,0,5,1,0,"0","Fifth District Court",2017
"1197","Juvenile Graffiti Offenses","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Fifth District Court",2017
"1198","Juvenile Truancy","7","27","0","30","4","4",0,0,0,7,2,0,4,1,0,12,11,0,"0","Fifth District Court",2017
"1199","Juvenile Homicide","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Fifth District Court",2017
"1200","Juvenile Motor Vehicle Offenses","3","10","4","14","3","3",0,0,0,0,0,0,0,0,1,7,2,4,"0","Fifth District Court",2017
"1201","Juvenile Sexual Offenses","7","18","3","17","11","8",3,0,0,6,0,0,6,0,1,8,1,1,"0","Fifth District Court",2017
"1202","Youthful Offender Crimes Against Persons","1","5","1","3","4","3",1,0,0,0,0,0,0,0,0,2,1,1,"0","Fifth District Court",2017
"1203","Youthful Offender Crimes Against Property","2","1","0","2","1","1",0,0,0,0,0,0,0,0,0,2,0,0,"0","Fifth District Court",2017
"1204","Youthful Offender Homicide","1","0","0","1","0","0",0,0,1,0,0,1,0,0,0,0,0,0,"0","Fifth District Court",2017
"1205","Youthful Offender Public Safety Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Fifth District Court",2017
"1206","Youthful Offender Sexual Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Fifth District Court",2017
"1207","Total","168","407","163","579","157","118",19,20,5,46,5,4,35,7,22,234,106,163,"6","Fifth District Court",2017
"1208","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sixth District Court",2017
"1209","Extradition","1","2","0","2","1","0",0,1,0,0,0,0,0,0,1,0,1,0,"0","Sixth District Court",2017
"1210","Felony Crimes Against Property","106","107","112","221","103","45",16,42,7,0,1,2,3,1,16,63,15,125,"3","Sixth District Court",2017
"1211","Felony Crimes Against Persons","172","147","119","277","160","83",44,33,14,0,4,4,5,1,16,86,37,131,"11","Sixth District Court",2017
"1212","Felony Drug Offenses","168","199","145","316","194","110",29,55,4,0,1,1,2,0,36,113,36,144,"3","Sixth District Court",2017
"1213","Felony DWI/DUI","23","21","15","37","24","12",5,7,2,1,1,0,2,0,0,18,9,14,"0","Sixth District Court",2017
"1214","Felony Homicide","6","2","0","2","6","2",4,0,1,0,0,1,0,0,0,1,0,0,"0","Sixth District Court",2017
"1215","Felony Miscellaneous","18","16","15","25","24","10",6,8,0,0,0,0,0,0,1,11,4,11,"0","Sixth District Court",2017
"1216","Felony Public Safety Offenses","26","22","14","41","21","14",5,2,0,0,0,0,0,0,1,17,10,18,"2","Sixth District Court",2017
"1217","Felony Sexual Offenses","10","6","7","15","8","3",5,0,1,0,1,0,0,0,0,3,3,9,"0","Sixth District Court",2017
"1218","Felony Domestic Violence","1","1","0","2","0","0",0,0,0,0,0,0,0,0,0,1,1,0,"0","Sixth District Court",2017
"1219","Lower Court Appeal ‐ Defendant Appellant","16","42","3","40","21","19",2,0,0,0,0,0,0,0,1,32,4,2,"1","Sixth District Court",2017
"1220","Lower Court Appeal ‐ Plaintiff Appellant","2","0","1","3","0","0",0,0,0,0,0,0,0,0,0,2,0,1,"0","Sixth District Court",2017
"1221","Lower Court DWI Appeal ‐ Defendant Appellant","6","4","0","7","3","1",2,0,0,0,0,0,0,0,0,7,0,0,"0","Sixth District Court",2017
"1222","Misdemeanor (Dist.)","6","0","0","6","0","0",0,0,0,0,0,0,0,0,0,3,0,3,"0","Sixth District Court",2017
"1223","Misdemeanor DWI/DUI","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2017
"1224","Total","562","569","431","994","566","299",119,148,29,1,8,8,12,2,72,357,120,458,"20","Sixth District Court",2017
"1225","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sixth District Court",2017
"1226","Juvenile Public Safety Offenses","1","9","3","9","4","4",0,0,0,0,0,0,0,0,0,3,3,3,"0","Sixth District Court",2017
"1227","Juvenile Crimes Against Property","3","26","14","36","7","6",0,1,0,1,0,0,1,0,2,16,2,15,"0","Sixth District Court",2017
"1228","Juvenile Crimes Against Persons","15","34","21","57","13","9",3,1,0,3,0,0,2,1,2,27,5,21,"0","Sixth District Court",2017
"1229","Juvenile Delinquent Felony","0","7","6","12","1","1",0,0,0,0,0,0,0,0,1,4,2,5,"0","Sixth District Court",2017
"1230","Juvenile Delinquent Non‐Felony","2","14","3","19","0","0",0,0,1,0,0,0,1,0,0,9,7,4,"0","Sixth District Court",2017
"1231","Juvenile Drug Offenses","6","28","10","42","2","2",0,0,0,0,0,0,0,0,1,28,1,12,"0","Sixth District Court",2017
"1232","Juvenile DWI Offenses","0","3","0","2","1","1",0,0,0,0,0,0,0,0,0,2,0,0,"0","Sixth District Court",2017
"1233","Juvenile Sexual Offenses","1","3","0","3","1","1",0,0,0,0,0,0,0,0,1,2,0,0,"0","Sixth District Court",2017
"1234","Youthful Offender Crimes Against Persons","2","0","0","2","0","0",0,0,1,0,1,0,0,0,0,0,0,1,"0","Sixth District Court",2017
"1235","Youthful Offender Homicide","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Sixth District Court",2017
"1236","Youthful Offender Sexual Offenses","1","0","0","1","0","0",0,0,1,0,0,1,0,0,0,0,0,0,"0","Sixth District Court",2017
"1237","Total","32","124","57","183","30","24",4,2,3,4,1,1,4,1,7,91,20,61,"0","Sixth District Court",2017
"1238","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seventh District Court",2017
"1239","Extradition","2","7","0","5","4","1",1,2,0,0,0,0,0,0,1,0,1,0,"3","Seventh District Court",2017
"1240","Felony Crimes Against Property","113","125","43","147","134","65",44,25,0,0,0,0,0,0,1,83,25,47,"0","Seventh District Court",2017
"1241","Felony Crimes Against Persons","124","104","37","130","134","72",49,13,5,0,1,3,1,0,8,65,31,32,"0","Seventh District Court",2017
"1242","Felony Drug Offenses","155","183","61","209","190","93",63,34,0,0,0,0,0,0,7,113,44,64,"0","Seventh District Court",2017
"1243","Felony DWI/DUI","18","13","8","26","13","6",2,5,0,0,0,0,0,0,0,12,3,12,"0","Seventh District Court",2017
"1244","Felony Homicide","5","1","1","4","3","0",2,1,1,0,0,0,1,0,0,2,0,1,"0","Seventh District Court",2017
"1245","Felony Miscellaneous","19","15","8","19","23","12",9,2,0,0,0,0,0,0,0,9,2,8,"0","Seventh District Court",2017
"1246","Felony Public Safety Offenses","21","20","10","35","16","8",4,4,1,0,0,0,0,1,0,22,7,10,"0","Seventh District Court",2017
"1247","Felony Sexual Offenses","18","16","6","22","18","6",10,2,2,0,2,0,0,0,0,11,6,7,"0","Seventh District Court",2017
"1248","Felony Domestic Violence","3","2","1","4","3","3",0,0,0,0,0,0,0,0,0,2,2,0,"0","Seventh District Court",2017
"1249","Felony Vehicular Homicide","5","0","0","2","3","0",3,0,0,0,0,0,0,0,0,1,1,0,"0","Seventh District Court",2017
"1250","Lower Court Appeal ‐ Defendant Appellant","8","7","0","6","9","3",5,1,1,1,1,0,1,0,0,2,2,0,"0","Seventh District Court",2017
"1251","Lower Court Appeal ‐ Plaintiff Appellant","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Seventh District Court",2017
"1252","Lower Court DWI Appeal ‐ Defendant Appellant","5","0","1","5","1","1",0,0,0,1,0,0,1,0,0,3,0,1,"0","Seventh District Court",2017
"1253","Lower Court DWI Appeal ‐ Plaintiff Appellant","1","0","0","1","0","0",0,0,0,0,0,0,0,0,1,0,0,0,"0","Seventh District Court",2017
"1254","Misdemeanor (Dist.)","2","10","0","7","6","4",1,1,0,0,0,0,0,0,0,2,3,2,"0","Seventh District Court",2017
"1255","Misdemeanor DWI/DUI","3","2","0","2","3","2",1,0,0,0,0,0,0,0,1,1,0,0,"0","Seventh District Court",2017
"1256","Total","502","506","176","625","560","276",194,90,10,2,4,3,4,1,19,328,128,184,"3","Seventh District Court",2017
"1257","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Seventh District Court",2017
"1258","Juvenile Public Safety Offenses","1","6","1","4","4","1",2,1,0,0,0,0,0,0,0,3,0,1,"0","Seventh District Court",2017
"1259","Juvenile Crimes Against Property","13","26","8","36","13","9",2,2,0,0,0,0,0,0,2,19,8,6,"0","Seventh District Court",2017
"1260","Juvenile Crimes Against Persons","3","20","4","24","4","2",1,1,0,0,0,0,0,0,2,11,8,3,"0","Seventh District Court",2017
"1261","Juvenile Delinquent Felony","2","1","0","1","2","1",1,0,0,0,0,0,0,0,0,0,0,0,"0","Seventh District Court",2017
"1262","Juvenile Delinquent Non‐Felony","0","0","1","1","0","0",0,0,0,0,0,0,0,0,0,0,0,1,"0","Seventh District Court",2017
"1263","Juvenile Drug Offenses","4","8","1","8","5","4",0,1,0,0,0,0,0,0,1,6,1,0,"0","Seventh District Court",2017
"1264","Juvenile DWI Offenses","0","3","0","2","1","1",0,0,0,0,0,0,0,0,1,1,0,0,"0","Seventh District Court",2017
"1265","Juvenile Motor Vehicle Offenses","0","2","0","2","0","0",0,0,0,0,0,0,0,0,1,0,1,0,"0","Seventh District Court",2017
"1266","Juvenile Sexual Offenses","2","3","0","4","2","1",1,0,0,0,0,0,0,0,0,2,3,0,"0","Seventh District Court",2017
"1267","Youthful Offender Homicide","1","2","0","1","2","2",0,0,1,0,0,1,0,0,0,0,0,0,"0","Seventh District Court",2017
"1268","Youthful Offender Sexual Offenses","1","0","0","1","0","0",0,0,1,0,1,0,0,0,0,0,0,0,"0","Seventh District Court",2017
"1269","Total","27","71","15","84","33","21",7,5,2,0,1,1,0,0,7,42,21,11,"0","Seventh District Court",2017
"1270","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eighth District Court",2017
"1271","Contempt","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2017
"1272","Extradition","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2017
"1273","Felony Crimes Against Property","113","50","63","124","105","36",33,36,2,0,1,0,0,1,6,36,27,57,"0","Eighth District Court",2017
"1274","Felony Crimes Against Persons","169","144","76","183","209","101",68,40,5,0,1,2,1,1,5,70,39,73,"0","Eighth District Court",2017
"1275","Felony Drug Offenses","151","155","48","154","203","90",73,40,3,0,0,1,2,0,4,63,41,51,"1","Eighth District Court",2017
"1276","Felony DWI/DUI","29","18","7","29","26","8",10,8,1,0,0,0,1,0,0,21,4,5,"0","Eighth District Court",2017
"1277","Felony Homicide","5","9","1","6","9","5",4,0,1,0,1,0,0,0,0,1,3,2,"0","Eighth District Court",2017
"1278","Felony Miscellaneous","21","24","6","13","38","17",14,7,2,0,1,1,0,0,1,3,3,5,"0","Eighth District Court",2017
"1279","Felony Public Safety Offenses","19","39","8","32","35","24",7,4,2,0,1,0,0,1,1,17,3,9,"0","Eighth District Court",2017
"1280","Felony Sexual Offenses","23","15","3","11","30","8",14,8,1,0,0,1,0,0,0,3,3,5,"0","Eighth District Court",2017
"1281","Felony Domestic Violence","3","0","1","4","0","0",0,0,0,0,0,0,0,0,0,2,1,1,"0","Eighth District Court",2017
"1282","Lower Court Appeal","3","0","0","2","1","1",0,0,0,0,0,0,0,0,0,0,2,0,"0","Eighth District Court",2017
"1283","Lower Court Appeal ‐ Defendant Appellant","7","14","0","16","6","4",2,0,0,3,1,0,0,1,2,4,5,2,"0","Eighth District Court",2017
"1284","Lower Court Appeal ‐ Plaintiff Appellant","0","4","0","4","0","0",0,0,0,1,1,0,0,0,1,1,1,0,"0","Eighth District Court",2017
"1285","Lower Court DWI Appeal ‐ Defendant Appellant","3","2","0","3","2","2",0,0,0,0,0,0,0,0,0,3,0,0,"0","Eighth District Court",2017
"1286","Lower Court DWI Appeal ‐ Plaintiff Appellant","0","1","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2017
"1287","Misdemeanor (Dist.)","5","26","2","8","25","20",4,1,0,0,0,0,0,0,0,3,4,1,"0","Eighth District Court",2017
"1288","Misdemeanor DWI/DUI","2","6","3","7","4","2",1,1,0,0,0,0,0,0,1,4,1,2,"0","Eighth District Court",2017
"1289","Petition for Review of Bond/Conditions of Release","0","10","0","7","1","1",0,0,0,0,0,0,0,0,0,2,1,0,"4","Eighth District Court",2017
"1290","Total","553","519","218","603","697","321",231,145,17,4,7,5,4,4,21,233,138,213,"5","Eighth District Court",2017
"1291","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eighth District Court",2017
"1292","Juvenile Public Safety Offenses","2","3","6","8","3","0",3,0,0,0,0,0,0,0,0,1,1,6,"0","Eighth District Court",2017
"1293","Juvenile Crimes Against Property","12","16","3","16","15","7",7,1,0,0,0,0,0,0,0,12,1,4,"0","Eighth District Court",2017
"1294","Juvenile Crimes Against Persons","14","16","3","26","7","5",2,0,2,0,0,1,0,1,7,7,8,3,"0","Eighth District Court",2017
"1295","Juvenile Delinquent Felony","2","14","1","13","4","2",1,1,0,0,0,0,0,0,1,7,4,1,"0","Eighth District Court",2017
"1296","Juvenile Delinquent Non‐Felony","6","11","0","5","12","5",7,0,0,0,0,0,0,0,1,1,2,1,"0","Eighth District Court",2017
"1297","Juvenile Drug Offenses","7","8","5","13","7","1",4,2,0,0,0,0,0,0,0,5,3,5,"0","Eighth District Court",2017
"1298","Juvenile DWI Offenses","3","3","2","5","3","1",2,0,0,0,0,0,0,0,0,2,1,2,"0","Eighth District Court",2017
"1299","Juvenile Extradition","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","Eighth District Court",2017
"1300","Juvenile Graffiti Offenses","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Eighth District Court",2017
"1301","Juvenile Motor Vehicle Offenses","0","3","0","1","2","0",1,1,0,0,0,0,0,0,0,1,0,0,"0","Eighth District Court",2017
"1302","Juvenile Sexual Offenses","3","1","0","1","3","0",2,1,0,0,0,0,0,0,0,0,1,0,"0","Eighth District Court",2017
"1303","Youthful Offender Sexual Offenses","1","0","0","1","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Eighth District Court",2017
"1304","Total","52","75","20","90","57","21",30,6,2,0,0,1,0,1,9,37,22,22,"0","Eighth District Court",2017
"1305","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ninth District Court",2017
"1306","Extradition","19","41","0","39","18","7",11,0,0,0,0,0,0,0,5,1,22,0,"11","Ninth District Court",2017
"1307","Felony Crimes Against Property","301","211","98","343","271","118",73,80,9,0,8,1,0,0,7,153,45,132,"0","Ninth District Court",2017
"1308","Felony Crimes Against Persons","254","262","74","333","261","129",91,41,18,0,11,5,2,0,4,168,58,90,"0","Ninth District Court",2017
"1309","Felony Drug Offenses","411","300","143","479","382","160",113,109,15,0,10,0,0,5,16,232,58,160,"0","Ninth District Court",2017
"1310","Felony DWI/DUI","25","17","5","15","32","6",14,12,3,0,2,0,0,1,0,5,0,7,"0","Ninth District Court",2017
"1311","Felony Homicide","10","3","4","12","5","3",2,0,2,0,2,0,0,0,0,4,2,4,"0","Ninth District Court",2017
"1312","Felony Miscellaneous","79","61","19","92","69","26",25,18,2,0,0,0,2,0,3,45,14,29,"0","Ninth District Court",2017
"1313","Felony Public Safety Offenses","3","9","3","6","9","3",5,1,1,0,1,0,0,0,0,4,1,0,"0","Ninth District Court",2017
"1314","Felony Sexual Offenses","54","28","12","49","47","18",20,9,5,0,3,2,0,0,3,23,6,13,"0","Ninth District Court",2017
"1315","Felony First Degree","0","0","1","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1316","Lower Court Appeal","6","0","0","2","4","0",4,0,0,0,0,0,0,0,0,0,2,0,"0","Ninth District Court",2017
"1317","Lower Court Appeal ‐ Defendant Appellant","20","11","0","21","10","4",5,1,1,7,5,1,0,2,3,3,4,2,"1","Ninth District Court",2017
"1318","Lower Court Appeal ‐ Plaintiff Appellant","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1319","Lower Court DWI Appeal ‐ Defendant Appellant","2","1","0","2","1","1",0,0,0,0,0,0,0,0,0,1,1,0,"0","Ninth District Court",2017
"1320","Misdemeanor (Dist.)","14","3","4","6","16","4",5,7,1,0,0,0,0,1,0,2,1,2,"0","Ninth District Court",2017
"1321","Misdemeanor DWI/DUI","22","8","2","13","19","3",5,11,0,0,0,0,0,0,0,5,2,6,"0","Ninth District Court",2017
"1322","Petition for Review of Bond/Conditions of Release","3","7","0","6","4","1",3,0,0,0,0,0,0,0,5,0,1,0,"0","Ninth District Court",2017
"1323","Total","1223","963","365","1418","1150","484",377,289,57,7,42,9,4,9,46,646,217,445,"12","Ninth District Court",2017
"1324","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ninth District Court",2017
"1325","Juvenile Public Safety Offenses","4","11","0","4","11","11",0,0,0,1,0,0,0,1,2,0,0,1,"0","Ninth District Court",2017
"1326","Juvenile Crimes Against Property","32","50","33","90","25","17",7,1,0,1,0,0,0,1,14,31,9,39,"0","Ninth District Court",2017
"1327","Juvenile Crimes Against Persons","33","48","26","74","33","22",6,5,0,0,0,0,0,0,12,32,12,21,"0","Ninth District Court",2017
"1328","Juvenile Delinquent Felony","3","3","0","3","3","0",3,0,0,0,0,0,0,0,1,1,1,0,"0","Ninth District Court",2017
"1329","Juvenile Delinquent Non‐Felony","6","22","5","21","12","6",4,2,0,0,0,0,0,0,2,11,4,4,"0","Ninth District Court",2017
"1330","Juvenile Drug Offenses","14","30","6","36","14","10",2,2,0,0,0,0,0,0,10,15,3,8,"0","Ninth District Court",2017
"1331","Juvenile DWI Offenses","0","4","0","0","4","3",0,1,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1332","Juvenile Extradition","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1333","Juvenile Motor Vehicle Offenses","0","2","0","0","2","2",0,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1334","Juvenile Sexual Offenses","3","7","0","4","6","4",2,0,0,0,0,0,0,0,1,2,1,0,"0","Ninth District Court",2017
"1335","Youthful Offender Crimes Against Persons","1","0","0","0","1","0",0,1,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1336","Youthful Offender Crimes Against Property","4","0","0","0","4","0",4,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1337","Youthful Offender Sexual Offenses","2","0","1","0","3","1",2,0,0,0,0,0,0,0,0,0,0,0,"0","Ninth District Court",2017
"1338","Total","103","177","71","232","119","76",31,12,0,2,0,0,0,2,42,92,30,73,"0","Ninth District Court",2017
"1339","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenth District Court",2017
"1340","Felony Crimes Against Property","30","21","20","44","27","18",3,6,1,0,0,0,1,0,3,17,11,17,"0","Tenth District Court",2017
"1341","Felony Crimes Against Persons","47","32","24","61","41","22",13,6,1,0,0,0,1,0,5,24,17,24,"0","Tenth District Court",2017
"1342","Felony Drug Offenses","58","54","22","63","71","28",25,18,1,0,0,0,1,0,4,33,11,23,"0","Tenth District Court",2017
"1343","Felony DWI/DUI","4","2","2","6","2","1",0,1,0,0,0,0,0,0,0,4,0,2,"0","Tenth District Court",2017
"1344","Felony Homicide","3","3","0","2","4","1",2,1,0,0,0,0,0,0,0,2,1,0,"0","Tenth District Court",2017
"1345","Felony Miscellaneous","37","42","15","51","43","23",10,10,1,0,1,0,0,0,4,19,16,14,"0","Tenth District Court",2017
"1346","Felony Sexual Offenses","3","0","0","1","2","0",2,0,0,0,0,0,0,0,0,0,0,1,"0","Tenth District Court",2017
"1347","Felony Vehicular Homicide","1","1","0","1","1","0",1,0,0,0,0,0,0,0,0,1,0,0,"0","Tenth District Court",2017
"1348","Lower Court Appeal ‐ Defendant Appellant","11","7","0","11","8","2",6,0,0,0,0,0,0,0,0,10,0,1,"0","Tenth District Court",2017
"1349","Lower Court DWI Appeal ‐ Plaintiff Appellant","0","1","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Tenth District Court",2017
"1350","Lower Court DWI Appeal ‐ Defendant Appellant","0","4","0","1","3","2",1,0,0,0,0,0,0,0,0,1,0,0,"0","Tenth District Court",2017
"1351","Misdemeanor (Dist.)","4","2","0","5","1","0",1,0,0,0,0,0,0,0,2,2,0,1,"0","Tenth District Court",2017
"1352","Misdemeanor DWI/DUI","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Tenth District Court",2017
"1353","Total","198","170","83","246","205","98",65,42,4,0,1,0,3,0,18,113,56,83,"0","Tenth District Court",2017
"1354","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tenth District Court",2017
"1355","Juvenile Crimes Against Property","2","3","1","4","2","2",0,0,0,0,0,0,0,0,0,0,1,3,"0","Tenth District Court",2017
"1356","Juvenile Crimes Against Persons","4","9","2","8","7","5",2,0,1,0,0,1,0,0,1,3,1,2,"0","Tenth District Court",2017
"1357","Juvenile Delinquent Felony","2","8","1","7","4","3",1,0,0,0,0,0,0,0,0,4,4,1,"0","Tenth District Court",2017
"1358","Juvenile Delinquent Non‐Felony","5","1","4","5","5","1",4,0,0,0,0,0,0,0,0,1,0,4,"0","Tenth District Court",2017
"1359","Juvenile Drug Offenses","3","1","3","6","1","0",1,0,0,0,0,0,0,0,0,1,2,4,"0","Tenth District Court",2017
"1360","Juvenile Motor Vehicle Offenses","1","1","0","2","0","0",0,0,0,0,0,0,0,0,0,0,1,1,"0","Tenth District Court",2017
"1361","Youthful Offender Crimes Against Property","0","0","1","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Tenth District Court",2017
"1362","Total","17","23","12","32","20","12",8,0,1,0,0,1,0,0,1,9,9,15,"0","Tenth District Court",2017
